Number,Content,Trinary,Source
19362,@Anthony_y_Tony I had Pad Thai 3 times last night  ragoons LOL yumb,1,Twitter
19363,i want to join drama practice today but i can't,0,Twitter
19364,is very hungover,0,Twitter
19365,@ltyson yay asap lol awwh I miss our friday night happy hours even luna del sea and the &quot,-1,Twitter
19366,"Jesus...I'm being SLAMMED via DM's from the Papaya lobbyists.  OK. Holy crap: Mangosteen, Durian or Papaya...or cybersecurity on a stick.",-1,Twitter
19367,"@ClaireSale Poor Beta, I took him to Seattle, riding on my lap on the plane. He was happy here until our week long outage-cold did him in",-1,Twitter
19368,aw now where's that little asian girl who runs round pooping her pants in public? i miss laughing at her.,-1,Twitter
19369,love to but  already got plan  going to queen mary !,1,Twitter
19370,@bwexxx  i hope you hoes are having so much fun...not TOO much without me though lol,1,Twitter
19371,@Savfortomorrow I thought I was doing pretty good,1,Twitter
19372,@Nevidge20 Kennedy was re-injured at RAW on Monday. He's got s serious muscle issue in his back and a broken wrist.,-1,Twitter
19373,@16_MileyCyrus it wont let me do it twitter keeps saying over twitter capacity or something that bird keeps coming up.,0,Twitter
19374,"Took calculus exam today, I think that I did well. I messed up one derivative identity though  Well, I never miss that one again.",1,Twitter
19375,I miss him soooo much  not gonna see him for 2-3 months,-1,Twitter
19376,@akte a couple of YEARS? I may die without my Kateage.  *keeps fingers crossed for you tho*,0,Twitter
19377,Someone out there will soon  be the lucky recipient of my 5000th Tweet. Oh wait. Shit. THIS was it!,-1,Twitter
19378,I lost my voice,0,Twitter
19379,@HeatherShorter wish I had something to toast with .... but all i have is a glass of water,0,Twitter
19380,"woke up early this morning  not happy bout that, headache, dizzy can't breathe, yeh im still sick",-1,Twitter
19381,"Didn't win a Lammy last night  but happy for Scott Sherman, who did. Walked my feet off at BEA today.",1,Twitter
19382,@jeseekuhluv Yea I think I waited to long. oh well. thats cool. I should have signed up for more but I'm already done with core classes,1,Twitter
19383,*cough cough hack hack,-1,Twitter
19384,reaons not worth it,0,Twitter
19385,The nocturnal serendipity... Kashmir is an important means to that end...,0,Twitter
19386,said final farewells to roommate.  almost finished packing then it's dc or bust on the 3rd. california: i divorce you x 3!,1,Twitter
19387,@LovelyAaris That's not fair! I'm hungry as hell,-1,Twitter
19388,@MuddyTheFox aww  but typing from beyond the grave...impressive,-1,Twitter
19389,@ThisStarChild aww please explain &quot,1,Twitter
19390,Can't change my profile or settings,0,Twitter
19391,got new sneaks today..can't wait to break them in..stupid rain,-1,Twitter
19392,@hannahxmakeup my stupid putet won't let me go to your chat,-1,Twitter
19393,@slonecker ...thanks for the shout out...you might be right about the starving thing....     little lol,-1,Twitter
19394,"@philwade unfortunatly, just about to start making my way home  but via Singapore for a gig too, so fun ain't over  just yet",1,Twitter
19395,lotsa water. it's already dark out,0,Twitter
19396,Sitting in traffic while my car gets rained on. Just washed it on Sunday. Doesn't the weather know this is California?,0,Twitter
19397,@wesleyadamquinn i missed the chicago show  boo me.,-1,Twitter
19398,@LOPchelle @marchie1 in chicago until 8:20  ...just landed xoxo,1,Twitter
19399,"@JoeRuiz Ahhh, I slept through the game.  I'm gonna try my best to watch tomorrow though. I hope we play Army.",1,Twitter
19400,@TinPanAlley Sorry bro  That's rough.,-1,Twitter
19401,I'm sad to take off the suit b/c I know I'm not going to get to wear one again for a long time,-1,Twitter
19402,@chopperdave12 i think im just going to wind up going Home and go to bed,0,Twitter
19403,Bout to hit pmark then make one of my final meals wit the housemates..,0,Twitter
19404,@MmMmMshell I miss having u as a roommate,-1,Twitter
19405,I'm really enjoying pins and needles in my legs at 01:28 in the morning... Not,1,Twitter
19406,"Bored and kinda lonely, my parents went up to the lake. I didn't have a friend to bring up so i knew i was bored and didn't go.",-1,Twitter
19407,"@CaliLewis Welcome back to the Bay Area. Does In and Out call to you?  Wish I could meet ya at the meetup, but I'll be working a gig.",1,Twitter
19408,@abby_in_love scanton?! that's farrr  elaine got her cartilage pierced! it's so cute!,1,Twitter
19409,@BSBVBK im trying to fix it.. it doesnt do it  and its &quot,0,Twitter
19410,Def isn't. I don't even feel like me without a pic next to my tweet.,1,Twitter
19411,Plans were taking flight to go out tonight but they're now sinking in the Hudson since I have to work in he morning. Stupid bird strike.,-1,Twitter
19412,"Coming to the end of a looooong day. Good new is, I got everything done! Bad news- I gotta wake up @ 4:45am tomorrow for work!",-1,Twitter
19413,oh God! Bicycle accident just across the street from our house. I think fatal. Cyclist died near same place 2 yrs ago. We need bike lanes,-1,Twitter
19414,"im hungry, &amp",-1,Twitter
19415,is SOOOOO hungry right now! Should've eaten before this wedding.,1,Twitter
19416,I'm bored. No internet. I haven't made it downtown or to the beach yet.,-1,Twitter
19417,Im hungry and its cold,-1,Twitter
19418,poker night instead of kate voegele.... i guess it'll do....,0,Twitter
19419,Ok im good again . Headed home i look like a wet dog,1,Twitter
19420,@LizMyxx okay...just eat cookies &amp,0,Twitter
19421,"@djflykid Ooooh, boo!  We only see each other at the bar (at @titusofalltime's well) or miss each other! I'll make a pt of stopping by!",1,Twitter
19422,@spootychild omfg I have been DOWNING them they are so tasty. I ate almost all of them with Lo,1,Twitter
19423,@giselle2323 - ummmm. no comment. LOL. I actually have not watched GH in about a week.,1,Twitter
19424,"passed my drivers test! i can drive!...oh wait, i don't turn 16 till october",1,Twitter
19425,Scramming a little early. Nibs sounds pathetic.,-1,Twitter
19426,is working tomorrow all day so can't do anything tonight  Whats the plan for Saturday?,0,Twitter
19427,Home now. Some invaders have taken over my base,0,Twitter
19428,@keeleykerrins Dear god i hope they save it.  http://www.the-impossible-project.com/,1,Twitter
19429,"The ballerina family is super nice, albeit a little too controlling of their son's life, but the bayou family is so judgemental.",1,Twitter
19430,"hey there @larkn0298 how are you going? looking forward to weekend, sadly im workin both sat sun",-1,Twitter
19431,"@ZackRabbit i chewed up a Starbucks and a Subway gift card at Christmas time, I got in big trouble. I not allowed near purse.",-1,Twitter
19432,@ahewitt Me too,0,Twitter
19433,@ladebelle yeah it's a double edged sword. So I guess we dead on new stories?,-1,Twitter
19434,"sometimes i wish i were a man, i could pee were i stand, and scratch my chest, but instead? here lies a breast  hah",-1,Twitter
19435,@PheenX crud is all I can say,0,Twitter
19436,"Feels really sick. Just puked my guts out.    help, please.",-1,Twitter
19437,@Cara62442 Just read those tweets and it sounded like i was getting on at you . I swear not what I meant to do,-1,Twitter
19438,@absolutsilver I hear you sister!!    Same here.,1,Twitter
19439,Trying to watch Boys Before Flowers online. Streaming sucks and my wireless is crappy too,-1,Twitter
19440,@mfrancella I have yet to even get out to play this year  soon I hope!,1,Twitter
19441,@aub311 Dang me too! It's only a 4 hour drive! Too bad it's my daughters 1st bday party  it's hosted by Donnie,-1,Twitter
19442,"@KimSherrell maybe its because my computer committed suicide this week, but your &quot",-1,Twitter
19443,Slipped up and caught the flu  feeling like poop!,1,Twitter
19444,@anwith1n Missed you at LoDo's,-1,Twitter
19445,@refuse2bdefined nooo!! not too busy for you! EVER! SRSLY!  you are my pal! I'm not yet familiar with iphone twitter,1,Twitter
19446,"I so want to be a part of Windows Clubhouse, but my WL Spaces blog is random, and not the place where I share Windows stuff",0,Twitter
19447,@RealSmoothieLuv nope no love,1,Twitter
19448,@HelenCrozier Yes- It was fun to connect with her! Pls tell her hello- can't find her on Twitter.,1,Twitter
19449,"@KRITM awe I am sorry, probably true.",-1,Twitter
19450,Headache  hanging out with my puffy. I love him &lt,1,Twitter
19451,Why does twitter eat my DM's?  Not happy,0,Twitter
19452,Swollen face.....again,0,Twitter
19453,Cleaning my house on a Friday night,0,Twitter
19454,@jennahmonet jennah can u just tell jay i said good night plz? im asking nicely!,1,Twitter
19455,@LaSandraC ya'll going out without me,0,Twitter
19456,@DonnieWahlberg baby I'm in maryland I'm NOT gonna make it  BUT I will see ur sexy ass next sat in camden VIP....come early n hang!!!!!,-1,Twitter
19457,has on music at work today its so painful,-1,Twitter
19458,"@socilover I wish I can see that. They have CNN here again, with no volume.",0,Twitter
19459,has a really really itchy eye,0,Twitter
19460,feeling sick and wondering if I should get out of bed to go throw up or just go to sleep...,-1,Twitter
19461,@BuffaloLass87 I'm so sorry  do you want me to call? If not I will be on aim in a couple of hours if you need to vent,-1,Twitter
19462,@elmoberry @ejc7 - MISS YOU TWO!!! Find it random how all form of communication slows when I'm at home   -  I MISS LE2!! xxxx,1,Twitter
19463,"a reply from @zackalltimelow would  make my life, he replies usually to the people who call him gay, then he tells them he willblok them",-1,Twitter
19464,"chillin, wish i was with my pals in il",0,Twitter
19465,@Ur_Obsession lol but its only gonna be 80  the water will prob be cold as heck...,-1,Twitter
19466,"1.2 mile run and 450 meter swim, things are looking better and better... Laying off the bike today",0,Twitter
19467,@DonnieWahlberg The Disney Store is not treating me to well with hours  I realy want to go on 6/13. I willdo anythig to go to the show,0,Twitter
19468,@mommy41402 yeah i need his fricken cell number ive tried his home for months and hes too busy. i miss braddddddddd,-1,Twitter
19469,@ChasityNichole No dice...I searched it in the &quot,0,Twitter
19470,so far I've tried to kill myself TWICE in the 15 mins I've been outside by tripping on stupid things.  I knew I should've stayed in bed.,-1,Twitter
19471,@BMatt95 ohhh. hm. I don't want to screw mine up,1,Twitter
19472,@gleek he'll be out of school in 18mos! He just started again,1,Twitter
19473,Spoke about culture to some of our Rackers over at the Castle. Now time for some awesome Mexican food. No drinking--antibiotics.,1,Twitter
19474,twitter has spam!!?? oh no,-1,Twitter
19475,@katevoegele I wish you weren't going to a 19+ venue in Vancouver,0,Twitter
19476,Off to rehearsal for the Rob DeLucca thingy next month. Nothing like learning new songs last minute,1,Twitter
19477,@funkylovin  on your ani?  sorry,-1,Twitter
19478,@philthemayor1 dagnabbitt... u kno I wanna go... gotta do a couple laps in the pool though....,0,Twitter
19479,I have trouble with Starship troopers. They're mean to the great big pink bug.,1,Twitter
19480,"@Charified sadly, I don't   hehe",-1,Twitter
19481,"@DonnieWahlberg - l'd come if u could, but Australia is just too far away",0,Twitter
19482,there's nothing worse than getting a text about a dog that was abandoned in your town,-1,Twitter
19483,"@jordanlyn  Can we turn back time, make it so you didn't hurt your knee so bad.. :'( and then you can come to mine and never be ignored??",-1,Twitter
19484,"@roomerholmes I know it's in HD, but Comcast doesn't have it.",0,Twitter
19485,@TheAliMonster  FTR I &lt,0,Twitter
19486,@AmyMonzon booooo  my senior yearbook sucks thanks for the memories bhs -___-,-1,Twitter
19487,@ravels http://twitpic.com/67fs9 - I miss hearing you guys.  You will all be missed out here.,-1,Twitter
19488,@trellthms what r u doing tonight bro?I wanna go out,0,Twitter
19489,@gimboland sorry change of plans for me   :'( revision for monday exam in a park with one of my friends,-1,Twitter
19490,@DonnieWahlberg what if we are in England?  x,1,Twitter
19491,"Dear god I'm so sleepy, and it's only 6:30. Must be sleep deprived. I even fell asleep sitting up. *groans* I'm I really that old?",-1,Twitter
19492,"is trying to deny that she's beginning to miss him -- more and more, each and every single day that their apart  ... i need Sprite! HAHA!",1,Twitter
19493,Little kids annoy the hell outa me by being all active and shouting and attacking me Etc.,-1,Twitter
19494,There are no appointments left for the day so they're trying to work me in. almost an hour for a stuck freaking power button FML,-1,Twitter
19495,Lol I mean hey! That's mean,1,Twitter
19496,i already hate my tan lines  oh well better get used to them,-1,Twitter
19497,"@BuggysRose  Haha,I just may do that,yo!",1,Twitter
19498,"@Scandalous an iphone app came out a few months back called zemote, bumped my domain zemote.com out of the #1 spot",0,Twitter
19499,*sigh* another two out fly out for Papi,0,Twitter
19500,@mileycyrus Workin ur crazy sched. has to be tiring..its gotta  be hard being famous  but jus kno u have Bazillionz of fans supprtin u,-1,Twitter
19501,"@momfluential That turtle on the side of the road just passed you, too.",0,Twitter
19502,Oh god! I had to look at &quot,1,Twitter
19503,"@lbutterworth I know, twitter is depressing me tonight",-1,Twitter
19504,"seriously my parents are non stop  minniapolis, newport for a week, and now this weekend in San Diego  i miss them @home",-1,Twitter
19505,@MissKellyO  wish I could eat with you all !!!,1,Twitter
19506,They just admitted my grandma to the hospital... Shes my only last one  please pray for her,1,Twitter
